264.17,210.32,264.066,218.002,264.629,225.749,265.825,233.241,268.493,239.997,273.056,245.689,278.807,249.936,285.187,253.024,292.535,253.935,299.966,253.182,306.898,250.389,313.152,246.606,318.096,241.355,321.309,234.716,323.148,227.345,324.399,219.886,325.165,212.368,269.127,202.462,273.273,198.902,278.681,197.862,284.096,198.52,288.968,200.49,298.334,200.471,303.904,198.876,309.558,198.674,315.04,200.189,318.925,203.939,293.562,206.662,293.217,211.092,292.873,215.453,292.562,220.012,286.471,224.448,289.43,225.374,292.435,226.162,295.6,225.559,298.495,224.878,275.004,207.779,278.413,205.835,282.335,205.979,285.49,208.531,281.993,209.079,278.049,208.998,301.51,208.998,305.092,206.554,309.017,206.789,312.266,208.921,309.182,209.884,305.303,209.79,281.023,234.621,285.396,232.256,289.5,231.113,292.198,231.878,295.367,231.324,299.668,232.845,304.097,235.217,299.554,237.767,295.322,238.701,291.961,238.868,288.972,238.579,285.036,237.481,282.794,234.653,289.386,233.742,292.163,234.043,295.371,233.87,302.215,235.179,295.308,235.152,292.061,235.333,289.251,235.066,
261.492,211.859,261.423,219.356,262.044,226.913,263.302,234.239,265.954,240.879,270.378,246.535,275.854,250.86,281.886,254.08,288.936,255.006,296.145,254.205,302.968,251.358,309.171,247.567,314.133,242.36,317.371,235.796,319.2,228.464,320.414,221.017,321.164,213.501,265.711,204.578,269.621,201.131,274.807,200.166,280.013,200.842,284.701,202.771,293.937,202.654,299.457,200.988,305.093,200.679,310.578,202.09,314.53,205.717,289.253,208.787,288.882,213.236,288.498,217.623,288.153,222.197,282.459,226.358,285.324,227.286,288.25,228.058,291.369,227.41,294.239,226.698,271.374,209.827,274.636,207.936,278.471,208.061,281.597,210.55,278.16,211.134,274.302,211.081,297.276,210.875,300.791,208.433,304.673,208.622,307.937,210.645,304.863,211.685,301.02,211.641,277.581,236.142,281.656,234.005,285.539,232.927,288.136,233.659,291.203,233.081,295.504,234.458,300.035,236.559,295.46,239.199,291.256,240.204,287.997,240.398,285.125,240.122,281.391,239.008,279.29,236.198,285.469,235.46,288.139,235.747,291.248,235.535,298.165,236.565,291.206,236.716,288.06,236.924,285.361,236.661,
257.901,213.641,257.813,221.074,258.403,228.57,259.642,235.848,262.286,242.437,266.74,248.035,272.327,252.271,278.505,255.405,285.606,256.286,292.801,255.479,299.554,252.669,305.7,248.913,310.61,243.735,313.808,237.175,315.6,229.851,316.78,222.412,317.497,214.905,262.394,206.205,266.328,202.767,271.531,201.792,276.753,202.439,281.451,204.312,290.678,204.145,296.146,202.485,301.71,202.169,307.123,203.57,311.029,207.168,285.978,210.31,285.656,214.7,285.323,219.032,285.022,223.55,279.291,227.796,282.15,228.704,285.062,229.451,288.136,228.817,290.962,228.122,268.066,211.453,271.338,209.548,275.171,209.658,278.282,212.124,274.872,212.726,271.019,212.686,293.929,212.39,297.41,209.949,301.266,210.128,304.492,212.14,301.473,213.186,297.656,213.153,274.359,237.622,278.498,235.45,282.367,234.349,284.947,235.068,287.979,234.486,292.179,235.864,296.586,237.968,292.136,240.487,288.041,241.434,284.821,241.627,281.969,241.367,278.236,240.334,276.08,237.654,282.282,236.885,284.937,237.158,288.009,236.945,294.747,237.96,287.964,237.985,284.859,238.188,282.177,237.94,
256.65,214.726,256.469,222.078,256.998,229.498,258.174,236.714,260.632,243.294,264.791,248.933,270.021,253.258,275.902,256.459,282.86,257.38,290.05,256.624,296.887,253.845,303.115,250.059,308.094,244.87,311.373,238.315,313.249,230.994,314.499,223.531,315.294,215.994,260.597,207.215,264.344,203.783,269.368,202.821,274.423,203.464,278.949,205.322,288.017,205.153,293.483,203.483,299.063,203.178,304.484,204.614,308.4,208.227,283.326,211.31,282.89,215.719,282.433,220.072,282.008,224.607,276.596,228.824,279.353,229.749,282.192,230.503,285.262,229.885,288.092,229.205,266.015,212.472,269.179,210.545,272.951,210.67,275.992,213.141,272.633,213.748,268.842,213.707,291.371,213.414,294.816,210.969,298.653,211.152,301.86,213.183,298.843,214.237,295.042,214.194,272.01,238.81,275.868,236.594,279.585,235.474,282.093,236.199,285.066,235.628,289.275,237.043,293.717,239.205,289.227,241.763,285.113,242.696,281.952,242.87,279.17,242.6,275.598,241.544,273.682,238.838,279.503,238.018,282.086,238.292,285.096,238.102,291.882,239.194,285.049,239.233,282.004,239.416,279.393,239.151,
256.672,216.259,256.47,223.517,256.994,230.843,258.161,237.95,260.529,244.379,264.464,249.827,269.314,253.937,274.751,256.925,281.457,257.761,288.596,257.046,295.519,254.381,301.819,250.693,306.832,245.59,310.125,239.123,312.001,231.889,313.241,224.51,314.049,217.077,259.83,208.291,263.352,204.82,268.141,203.78,272.951,204.321,277.264,206.075,286.273,205.855,291.712,204.216,297.296,203.944,302.716,205.41,306.648,209.033,281.604,211.973,281.039,216.317,280.444,220.598,279.892,225.06,274.884,229.347,277.535,230.237,280.293,230.96,283.355,230.341,286.189,229.667,264.992,213.421,268.006,211.444,271.679,211.531,274.647,213.95,271.345,214.571,267.653,214.572,289.74,214.13,293.137,211.696,296.938,211.872,300.146,213.905,297.104,214.919,293.339,214.877,270.753,239.389,274.288,237.095,277.815,235.93,280.258,236.624,283.194,236.05,287.455,237.475,292.026,239.662,287.418,242.134,283.245,243.026,280.123,243.205,277.41,242.954,274.037,241.969,272.336,239.394,277.767,238.445,280.28,238.694,283.256,238.499,290.184,239.645,283.211,239.617,280.199,239.806,277.662,239.563,
259.256,215.178,259.009,222.192,259.503,229.235,260.561,236.1,262.559,242.46,265.825,248.034,269.749,252.531,274.185,256.01,280.248,257.115,287.154,256.489,294.198,253.773,300.649,250.03,305.784,244.966,309.14,238.595,311.067,231.463,312.362,224.162,313.272,216.784,260.462,208.213,263.375,204.912,267.571,204.033,271.835,204.696,275.709,206.527,284.421,206.451,289.82,204.79,295.43,204.493,300.873,205.913,304.897,209.431,279.888,212.461,279.05,216.87,278.16,221.229,277.324,225.752,273.299,229.547,275.694,230.516,278.236,231.301,281.268,230.667,284.113,229.986,265.049,213.396,267.706,211.538,271.155,211.693,273.979,214.122,270.808,214.72,267.343,214.669,288.224,214.463,291.554,212.089,295.279,212.276,298.495,214.246,295.394,215.321,291.695,215.265,270.14,239.036,272.891,237.097,275.994,236.112,278.31,236.845,281.166,236.291,285.585,237.608,290.482,239.571,285.598,242.286,281.257,243.297,278.207,243.454,275.639,243.144,272.701,241.933,271.537,239.133,276.023,238.541,278.399,238.847,281.299,238.669,288.613,239.599,281.267,239.891,278.327,240.064,275.934,239.743,
260.283,214.748,259.914,221.817,260.277,228.907,261.153,235.814,262.859,242.256,265.677,247.925,268.968,252.564,272.63,256.21,278.337,257.472,285.344,256.966,292.841,254.268,299.697,250.541,305.092,245.495,308.622,239.127,310.698,232.019,312.182,224.759,313.322,217.411,260.24,207.727,262.875,204.5,266.739,203.719,270.639,204.471,274.227,206.393,282.876,206.516,288.373,204.947,294.098,204.731,299.663,206.193,303.841,209.732,278.304,212.436,277.139,216.921,275.909,221.359,274.751,225.956,271.315,229.587,273.545,230.64,275.976,231.51,279.074,230.904,281.998,230.25,264.454,213.017,266.936,211.218,270.253,211.442,272.953,213.948,269.81,214.463,266.48,214.34,286.97,214.57,290.33,212.247,294.038,212.5,297.3,214.532,294.047,215.553,290.364,215.427,268.598,238.913,270.89,237.089,273.766,236.215,276.059,237.015,279.011,236.5,283.647,237.865,288.909,239.874,283.608,242.581,278.97,243.6,275.831,243.721,273.28,243.344,270.627,241.998,269.865,239.073,273.822,238.667,276.18,239.045,279.176,238.914,286.988,239.896,279.106,240.117,276.066,240.259,273.706,239.876,
259.688,214.307,259.236,221.339,259.524,228.402,260.332,235.293,261.972,241.756,264.721,247.486,267.957,252.216,271.571,255.99,277.251,257.366,284.259,256.953,291.809,254.344,298.743,250.698,304.236,245.713,307.854,239.369,309.999,232.255,311.546,224.977,312.75,217.601,259.676,207.441,262.332,204.308,266.181,203.631,270.051,204.462,273.598,206.435,282.218,206.651,287.72,205.124,293.435,204.941,298.989,206.422,303.168,209.961,277.601,212.52,276.403,217.006,275.135,221.447,273.936,226.047,270.499,229.562,272.714,230.655,275.13,231.559,278.227,230.984,281.152,230.362,263.819,212.846,266.303,211.101,269.611,211.372,272.285,213.91,269.143,214.389,265.824,214.218,286.281,214.696,289.65,212.409,293.355,212.699,296.608,214.746,293.343,215.753,289.663,215.594,267.735,238.758,270.023,237.016,272.889,236.199,275.162,237.028,278.106,236.546,282.735,237.942,288.004,239.968,282.656,242.633,278.001,243.611,274.875,243.693,272.342,243.283,269.725,241.891,269,238.944,272.92,238.65,275.263,239.059,278.245,238.961,286.082,239.973,278.16,240.13,275.135,240.231,272.792,239.814,
259.285,214.061,258.808,221.056,259.078,228.082,259.879,234.949,261.504,241.417,264.231,247.193,267.458,252.007,271.069,255.887,276.73,257.328,283.712,256.939,291.241,254.336,298.18,250.698,303.704,245.73,307.36,239.397,309.535,232.279,311.097,224.987,312.315,217.593,259.287,207.292,261.931,204.213,265.759,203.594,269.613,204.47,273.144,206.472,281.771,206.728,287.27,205.204,292.98,205.022,298.524,206.506,302.704,210.031,277.13,212.591,275.93,217.09,274.66,221.547,273.454,226.159,270.034,229.594,272.244,230.711,274.656,231.632,277.748,231.064,280.674,230.45,263.406,212.767,265.884,211.05,269.189,211.345,271.858,213.9,268.721,214.366,265.407,214.173,285.821,214.753,289.188,212.476,292.892,212.776,296.143,214.823,292.88,215.838,289.2,215.669,267.289,238.71,269.562,237.033,272.421,236.253,274.687,237.096,277.621,236.626,282.252,238.017,287.519,240.019,282.18,242.719,277.526,243.708,274.411,243.777,271.884,243.35,269.272,241.911,268.555,238.914,272.45,238.695,274.786,239.12,277.756,239.034,285.603,240.026,277.678,240.226,274.665,240.313,272.327,239.876,
259.051,213.817,258.568,220.829,258.833,227.873,259.623,234.757,261.243,241.25,263.97,247.056,267.203,251.905,270.813,255.827,276.471,257.299,283.453,256.933,291.002,254.351,297.97,250.737,303.526,245.786,307.204,239.454,309.398,232.321,310.977,225.007,312.212,217.589,259.03,207.138,261.686,204.083,265.519,203.495,269.374,204.397,272.906,206.417,281.586,206.705,287.099,205.194,292.817,205.016,298.371,206.494,302.568,210.016,276.914,212.564,275.71,217.07,274.434,221.533,273.222,226.153,269.801,229.563,272.012,230.689,274.422,231.618,277.514,231.055,280.442,230.446,263.164,212.655,265.649,210.947,268.963,211.255,271.636,213.832,268.489,214.292,265.165,214.084,285.632,214.731,289.009,212.451,292.728,212.759,295.989,214.817,292.713,215.836,289.019,215.66,267.051,238.654,269.325,236.999,272.186,236.232,274.449,237.081,277.379,236.617,282.017,238.016,287.3,240.02,281.94,242.72,277.278,243.707,274.167,243.769,271.643,243.335,269.034,241.881,268.321,238.865,272.213,238.673,274.546,239.105,277.512,239.025,285.375,240.024,277.434,240.22,274.425,240.301,272.091,239.857,
258.899,213.488,258.413,220.523,258.675,227.589,259.467,234.495,261.095,241.014,263.834,246.859,267.076,251.76,270.697,255.745,276.376,257.25,283.378,256.88,290.937,254.259,297.907,250.608,303.457,245.63,307.131,239.285,309.323,232.148,310.904,224.833,312.141,217.408,258.893,206.902,261.559,203.861,265.404,203.295,269.275,204.23,272.82,206.289,281.487,206.606,287.014,205.092,292.75,204.919,298.316,206.413,302.508,209.949,276.822,212.477,275.615,217.014,274.336,221.509,273.123,226.16,269.681,229.508,271.901,230.654,274.319,231.602,277.422,231.041,280.359,230.431,263.028,212.461,265.52,210.773,268.841,211.1,271.519,213.694,268.366,214.142,265.034,213.916,285.539,214.645,288.926,212.372,292.65,212.688,295.915,214.749,292.634,215.771,288.935,215.588,266.91,238.536,269.197,236.934,272.071,236.199,274.344,237.063,277.286,236.606,281.942,237.996,287.243,239.978,281.864,242.721,277.18,243.724,274.056,243.778,271.521,243.33,268.9,241.832,268.182,238.763,272.098,238.638,274.441,239.084,277.42,239.011,285.315,239.987,277.34,240.23,274.317,240.304,271.972,239.844,
258.869,213.367,258.379,220.387,258.641,227.436,259.443,234.328,261.08,240.84,263.828,246.687,267.079,251.607,270.705,255.618,276.383,257.133,283.382,256.762,290.936,254.137,297.912,250.483,303.487,245.504,307.191,239.156,309.395,232.003,310.977,224.67,312.212,217.227,258.861,206.782,261.515,203.737,265.362,203.171,269.24,204.101,272.79,206.161,281.427,206.46,286.971,204.929,292.734,204.751,298.325,206.259,302.535,209.808,276.777,212.329,275.574,216.875,274.299,221.379,273.089,226.037,269.646,229.371,271.871,230.522,274.299,231.472,277.415,230.903,280.364,230.291,262.996,212.314,265.49,210.623,268.812,210.948,271.5,213.544,268.345,213.986,265.01,213.764,285.519,214.479,288.911,212.194,292.637,212.506,295.91,214.565,292.626,215.589,288.924,215.411,266.894,238.384,269.177,236.791,272.056,236.061,274.342,236.925,277.303,236.466,281.99,237.847,287.317,239.817,281.93,242.601,277.221,243.629,274.076,243.687,271.527,243.234,268.896,241.715,268.171,238.616,272.087,238.495,274.442,238.943,277.44,238.866,285.394,239.831,277.369,240.131,274.327,240.208,271.969,239.743,
