-395.176, 45.1581, 1621.77, 0.202606, -0.202041, 0.0274215
-383.025, 43.6817, 1619.29, 0.206153, -0.205252, 0.020403
-376.346, 42.6528, 1623.39, 0.208782, -0.19069, 0.0190588
-373.603, 41.3518, 1630.19, 0.222944, -0.17281, 0.021765
-374.464, 39.761, 1644.18, 0.264311, -0.157304, 0.0263993
-373.73, 36.0708, 1641.82, 0.308097, -0.153858, 0.0284653
-373.51, 30.9874, 1637.23, 0.374347, -0.149685, 0.0273047
-376.213, 24.5705, 1640.6, 0.398781, -0.150818, 0.0184589
-380.437, 15.1331, 1647.86, 0.420718, -0.162613, 0.0230634
-383.674, 1.2512, 1648.23, 0.402059, -0.177279, 0.0173229
-389.234, -19.1754, 1649.81, 0.357347, -0.156932, 0.0177868
-392.863, -47.7471, 1636.26, 0.371687, -0.175277, 0.00414921
-394.328, -81.1382, 1613.29, 0.404963, -0.17799, -0.0103835
-400.062, -118.61, 1605.59, 0.446841, -0.171155, -0.0121293
