483.87, -350.697, 1366.15, 0.282481, 0.601121, 0.0326643
484.736, -351.438, 1369.49, 0.271622, 0.603177, 0.0430323
485.729, -352.149, 1372.32, 0.270192, 0.597403, 0.0453874
486.098, -352.499, 1373.63, 0.271699, 0.596022, 0.0470834
485.982, -352.389, 1373.08, 0.273725, 0.594397, 0.0459204
486.032, -352.455, 1373.27, 0.27292, 0.59703, 0.0457441
485.723, -352.175, 1372.26, 0.271369, 0.600841, 0.0458799
485.937, -352.245, 1372.65, 0.271289, 0.599214, 0.0449026
485.815, -352.214, 1372.53, 0.269724, 0.602063, 0.0467249
486.559, -352.833, 1374.8, 0.272415, 0.602509, 0.0458118
485.387, -351.714, 1370.67, 0.262647, 0.597821, 0.0487973
483.676, -350.136, 1364.8, 0.261609, 0.596136, 0.0460158
483.734, -350.189, 1365.23, 0.254144, 0.605756, 0.0491807
483.952, -350.251, 1365.74, 0.248489, 0.605951, 0.0511296
484.119, -350.397, 1366.37, 0.246129, 0.605752, 0.0524795
484.036, -350.351, 1366.26, 0.245581, 0.606278, 0.0528614
484.113, -350.409, 1366.64, 0.243545, 0.607901, 0.0555486
483.788, -350.086, 1365.57, 0.24589, 0.608251, 0.0561444
484.243, -350.479, 1366.62, 0.253183, 0.604689, 0.0519842
485.943, -351.675, 1370.79, 0.260221, 0.597193, 0.05057
485.637, -351.431, 1369.89, 0.262379, 0.597315, 0.0497394
485.646, -351.399, 1369.86, 0.264463, 0.597455, 0.0487998
485.762, -351.481, 1370.22, 0.265287, 0.598382, 0.0489099
486.619, -351.958, 1372.3, 0.263049, 0.596846, 0.0496449
487.749, -352.56, 1374.89, 0.262485, 0.591033, 0.0474749
487.807, -352.486, 1374.73, 0.261868, 0.588467, 0.0467001
488.727, -353.161, 1377.43, 0.262847, 0.589763, 0.0465889
488.851, -353.309, 1378.03, 0.264466, 0.590968, 0.0474992
488.616, -353.021, 1377, 0.268677, 0.588403, 0.0446691
