-0.178154,0.286308,-0.941429
-0.191646,0.294037,-0.936383
-0.194732,0.300443,-0.933709
-0.193945,0.300317,-0.933914
-0.193447,0.293306,-0.936243
-0.192394,0.283703,-0.939413
-0.19104,0.272465,-0.943009
-0.191772,0.269103,-0.943826
-0.191678,0.267347,-0.944344
-0.191961,0.265726,-0.944744
-0.193046,0.262161,-0.945518
-0.196787,0.264423,-0.944116
-0.199684,0.260848,-0.944502
-0.203616,0.265916,-0.942247
-0.211456,0.270171,-0.939305
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
-0.222594,0.260504,-0.939462
