615.911, -382.726, 1343.02, 0.109194, 0.289515, -0.0220072
613.557, -396.903, 1337.15, 0.0939606, 0.30163, -0.0235808
607.125, -413.193, 1332.24, 0.0850184, 0.30445, -0.0320532
608.816, -439.864, 1356.89, 0.0941635, 0.312935, -0.0463048
592.551, -455.323, 1351.25, 0.0935018, 0.359775, -0.0511512
563.384, -459.231, 1324.39, 0.0140934, 0.383672, -0.017838
551.164, -472.843, 1345.42, -0.0338764, 0.418112, 0.00610795
540.788, -483.339, 1369.24, 0.00754273, 0.460412, 0.00340333
524.826, -484.441, 1376.75, 0.0203081, 0.468134, -0.00641261
507.897, -480.878, 1381.81, 0.0412342, 0.493375, -0.0133095
484.133, -471.257, 1368.42, 0.0584317, 0.514714, -0.000888928
471.434, -470.743, 1379.09, 0.106075, 0.547459, -0.0161382
461.271, -473.324, 1395.36, 0.118837, 0.581787, -0.0521083
450.378, -475.517, 1412.98, 0.147412, 0.650258, -0.0689653
435.918, -470.866, 1415.13, 0.173178, 0.703526, -0.0999273
425.157, -465.562, 1425.78, 0.186096, 0.76302, -0.135023
418.391, -459.883, 1441.11, 0.186419, 0.827426, -0.157947
417.664, -457.643, 1464.04, 0.180389, 0.848473, -0.177994
402.765, -440.931, 1434.02, 0.176681, 0.874265, -0.174203
394.938, -433.035, 1424.66, 0.187578, 0.895632, -0.147996
392.757, -429.783, 1429.19, 0.190709, 0.886045, -0.132148
390.024, -422.108, 1423.35, 0.194762, 0.870363, -0.114377
389.984, -415.754, 1427.58, 0.188319, 0.844604, -0.0883988
390.153, -407.797, 1434.09, 0.190675, 0.818101, -0.0531644
386.972, -396.218, 1428.55, 0.204585, 0.773814, -0.0242883
389.707, -393.042, 1447.1, 0.198448, 0.690046, -0.0292188
386.587, -390.872, 1452, 0.203628, 0.663177, -0.0230111
385.005, -391.63, 1459.23, 0.21686, 0.643476, -0.0257038
384.194, -393.115, 1468.56, 0.227331, 0.6267, -0.0267503
381.986, -394.282, 1474.55, 0.228991, 0.620599, -0.0206311
379.128, -395.102, 1480.33, 0.21536, 0.610281, -0.00516592
375.128, -393.864, 1483.96, 0.217824, 0.602329, -0.000801782
373.848, -394.591, 1496.97, 0.210813, 0.588915, 0.00712665
373.372, -394.906, 1507.39, 0.210417, 0.571773, 0.00176431
373.677, -394.071, 1516.9, 0.235531, 0.560459, -0.0148892
374.657, -393.545, 1525.99, 0.248503, 0.536317, -0.0273261
375.933, -394.143, 1536.9, 0.261996, 0.515916, -0.0332356
377.454, -395.483, 1548.15, 0.262104, 0.49009, -0.0372612
376.861, -394.448, 1550.49, 0.251553, 0.484783, -0.0350177
378.124, -395.133, 1558.99, 0.242289, 0.474819, -0.0285809
380.815, -395.145, 1568.02, 0.250852, 0.445349, -0.0357636
383.225, -395.868, 1576.66, 0.257922, 0.427951, -0.0323604
384.747, -397.287, 1582.78, 0.248365, 0.418371, -0.0261272
384.862, -397.716, 1583.67, 0.248328, 0.409661, -0.0237223
384.166, -398.698, 1586.56, 0.250517, 0.400413, -0.0147906
383.987, -398.505, 1587.48, 0.250317, 0.395436, -0.00855569
386.453, -398.777, 1596.66, 0.258738, 0.385481, -0.00752456
388.183, -396.866, 1592.09, 0.257848, 0.369563, -0.0206567
390.277, -397.92, 1593.62, 0.241035, 0.357077, -0.0302711
391.372, -398.695, 1591.69, 0.230422, 0.360247, -0.0295732
391.519, -399.088, 1584.78, 0.23156, 0.359006, -0.0197974
393.083, -396.585, 1576.23, 0.227546, 0.354863, -0.0195034
397.323, -394.141, 1573.37, 0.235884, 0.36307, -0.028804
401.975, -392.195, 1566.97, 0.223094, 0.364166, -0.0334695
408.51, -392.411, 1560.01, 0.220871, 0.360336, -0.0423412
414.106, -394.061, 1551.64, 0.227375, 0.349293, -0.0479907
420.427, -395.233, 1543.3, 0.219771, 0.349326, -0.0476083
427.551, -392.805, 1532.73, 0.214257, 0.358888, -0.0554337
436.393, -388.983, 1523.25, 0.218267, 0.361887, -0.0650533
445.414, -385.682, 1514.25, 0.216836, 0.373754, -0.0773458
451.941, -383.373, 1500.42, 0.219403, 0.383702, -0.0825534
460.049, -384.032, 1492.61, 0.222064, 0.387437, -0.084238
465.604, -383.458, 1482.07, 0.221455, 0.3911, -0.0812097
471.812, -382.202, 1474.22, 0.211579, 0.397102, -0.0767048
478.573, -378.907, 1468.45, 0.193225, 0.408284, -0.0818753
484.184, -373.053, 1458.06, 0.218349, 0.420296, -0.0960883
491.541, -370.738, 1455.07, 0.216637, 0.440606, -0.104754
497.291, -370.239, 1451.49, 0.233655, 0.456798, -0.111096
502.465, -370.53, 1445.72, 0.213787, 0.450882, -0.114122
506.42, -371.528, 1442.2, 0.21727, 0.454781, -0.111989
510.488, -370.7, 1439.78, 0.2003, 0.455918, -0.111314
513.298, -367.788, 1434.43, 0.20611, 0.467978, -0.113663
517.676, -365.664, 1432.89, 0.209832, 0.477314, -0.122948
522.707, -365.463, 1433.82, 0.200246, 0.484171, -0.127357
525.881, -367.073, 1434.84, 0.216833, 0.49809, -0.119839
526.907, -368.646, 1432.07, 0.216092, 0.500364, -0.108551
527.167, -370.468, 1428.49, 0.201639, 0.495199, -0.100476
527.566, -371.14, 1426.14, 0.195839, 0.495214, -0.0950102
526.589, -367.88, 1419.65, 0.199917, 0.510119, -0.0979833
527.6, -364.816, 1416.23, 0.204157, 0.516676, -0.107217
526.13, -362.152, 1410.63, 0.225659, 0.535326, -0.107464
526.811, -363.551, 1415.49, 0.223212, 0.522823, -0.0908603
526.365, -364.425, 1415.26, 0.218642, 0.510636, -0.0754896
523.527, -361.49, 1403.41, 0.23511, 0.545577, -0.0823212
522.594, -361.262, 1403.52, 0.233637, 0.540351, -0.0755544
523.289, -361.709, 1405.02, 0.239066, 0.537007, -0.0733829
524.189, -364.504, 1409.94, 0.252815, 0.540353, -0.0661638
523.244, -366.819, 1409.71, 0.261458, 0.529168, -0.0669243
519.166, -368.352, 1403.87, 0.252857, 0.526266, -0.0499903
515.49, -369.598, 1400.81, 0.249077, 0.525752, -0.0355358
512.996, -368.879, 1399.53, 0.244011, 0.513314, -0.0253031
511.09, -366.208, 1398.17, 0.265356, 0.513183, -0.0263737
510.177, -364.308, 1398.83, 0.289894, 0.508, -0.0346072
511.665, -363.968, 1401.16, 0.308069, 0.518588, -0.051631
508.999, -365.026, 1403.83, 0.283037, 0.511267, -0.0397275
506.209, -365.414, 1405.01, 0.278943, 0.506136, -0.0272159
504.695, -366.229, 1412.72, 0.288078, 0.49468, -0.0127724
507.596, -365.309, 1423.44, 0.302374, 0.495942, -0.0248295
507, -363.493, 1430.71, 0.333283, 0.495538, -0.0314628
507.93, -365.275, 1442.55, 0.329086, 0.493327, -0.0335984
508.942, -368.234, 1455.21, 0.324052, 0.479844, -0.0300855
507.885, -370.331, 1464.02, 0.318138, 0.466573, -0.0224845
506.173, -369.906, 1470.7, 0.303115, 0.450713, -0.0183148
505.917, -367.541, 1481.07, 0.296503, 0.441446, -0.0204231
508.545, -364.255, 1496.42, 0.285639, 0.43266, -0.0230253
511.271, -362.272, 1512.89, 0.28785, 0.41758, -0.0267972
512.073, -361.774, 1523.84, 0.30187, 0.410594, -0.0199404
511.654, -362.02, 1531, 0.29903, 0.392532, -0.011191
512.288, -364.897, 1543.65, 0.281273, 0.386234, 0.00671873
511.23, -366.068, 1548.63, 0.283546, 0.374847, 0.0123451
511.654, -367.519, 1557.47, 0.302815, 0.365973, 0.00778748
513.452, -368.797, 1567.85, 0.307961, 0.364101, -0.000654957
515.069, -370.817, 1577.77, 0.310732, 0.355902, -0.00593088
517.419, -373.441, 1589.74, 0.310279, 0.340095, -0.00523383
519.781, -376.151, 1601.81, 0.314894, 0.315459, 0.0012689
521.113, -378.412, 1611.7, 0.316445, 0.28542, 0.00976036
520.726, -378.252, 1617.66, 0.293365, 0.260815, 0.0190348
521.445, -377.445, 1626.78, 0.300027, 0.23766, 0.0166683
